COD_MUN_IBGE,NOME,UF,POP_201,IDHM_10,PIB_PER
2105906,LAGO VERDE,MA,15624,0.557,4117
2105153,IGARAPE DO MEIO,MA,13052,0.569,4174
2112902,VITORIA DO MEARIM,MA,31588,0.596,3948
2103554,CONCEICAO DO LAGO ACU,MA,14989,0.512,3869
2110005,SANTA LUZIA,MA,74943,0.55,4193
2102507,CAJARI,MA,18603,0.523,3853
2112803,VIANA,MA,50257,0.618,3346
2100550,AMAPA DO MARANHAO,MA,6583,0.52,4711
2109809,SANTA HELENA,MA,40356,0.571,2874
2103158,CENTRO DO GUILHERME,MA,11979,0.542,3951
2104677,GOVERNADOR NUNES FREIRE,MA,25323,0.569,4174
2106375,MARANHAOZINHO,MA,14524,0.55,5960
2109239,PRESIDENTE MEDICI,MA,6564,0.591,5081
2112456,TURILANDIA,MA,23694,0.536,3241
2108603,PINHEIRO,MA,79566,0.637,5136
2110500,SAO BENTO,MA,42083,0.602,2708
2111706,SAO VICENTE FERRER,MA,21235,0.592,2404
2109270,PRESIDENTE SARNEY,MA,17686,0.557,3571
2111789,SERRANO DO MARANHAO,MA,10545,0.519,3381
2102606,CANDIDO MENDES,MA,19222,0.561,4289
2112407,TURIACU,MA,34333,0.561,3676
2101301,BACURI,MA,17437,0.578,2959
1718451,PUGMIL,TO,2427,0.669,15634
1707207,DOIS IRMAOS DO TOCANTINS,TO,7145,0.583,8591
1713304,MIRANORTE,TO,12747,0.662,8364
1708254,FORTALEZA DO TABOCAO,TO,2446,0.659,22929
1711100,ITAPORA DO TOCANTINS,TO,2434,0.65,12618
1705102,CHAPADA DA NATIVIDADE,TO,3278,0.62,10859
1718907,SANTA ROSA DO TOCANTINS,TO,4607,0.595,11105
1717008,PINDORAMA DO TOCANTINS,TO,4479,0.605,7608
1714203,NATIVIDADE,TO,9021,0.673,7723
1705607,CONCEICAO DO TOCANTINS,TO,4153,0.592,6463
1720655,SILVANOPOLIS,TO,5120,0.675,11510
1720937,TAIPAS DO TOCANTINS,TO,1981,0.601,7117
2927002,RIO REAL,BA,37754,0.572,6191
2923050,NOVO TRIUNFO,BA,15067,0.554,2782
2910602,ESPLANADA,BA,33618,0.589,11182
2907004,CARDEAL DA SILVA,BA,9030,0.552,6302
2910503,ENTRE RIOS,BA,40180,0.615,7534
2908606,CONDE,BA,24103,0.56,4380
2801702,CRISTINAPOLIS,SE,16859,0.553,5871
2917904,JANDAIRA,BA,10377,0.55,5912
2907905,CIPO,BA,15884,0.601,4371
2922904,NOVA SOURE,BA,24265,0.555,3966
2930154,SERRA DO RAMALHO,BA,31525,0.595,5332
2923100,OLINDINA,BA,25100,0.559,4173
2929701,SATIRO DIAS,BA,19054,0.527,4469
2909604,CRISOPOLIS,BA,20199,0.543,5171
2913705,INHAMBUPE,BA,37321,0.565,5624
2926509,RIBEIRA DO AMPARO,BA,14333,0.512,3994
2926608,RIBEIRA DO POMBAL,BA,47877,0.601,5591
2931905,TUCANO,BA,52734,0.579,3963
2903607,BIRITINGA,BA,14866,0.538,4390
2907806,CICERO DANTAS,BA,32470,0.585,4253
2902658,BANZAE,BA,11840,0.579,3662
2911857,HELIOPOLIS,BA,13099,0.563,4101
2805505,POCO VERDE,SE,22287,0.561,5345
2901601,ANTAS,BA,17526,0.592,3862
2910750,FATIMA,BA,17555,0.559,3832
2901908,APORA,BA,17877,0.548,3600
2807501,TOMAR DO GERU,SE,12858,0.551,5282
2803005,ITABAIANINHA,SE,39432,0.556,5376
2807402,TOBIAS BARRETO,SE,48776,0.557,6015
2110039,SANTA LUZIA DO PARUA,MA,23035,0.599,6822
2805802,RIACHAO DO DANTAS,SE,19414,0.539,5052
2800670,BOQUIM,SE,25727,0.604,6575
2800407,ARAUA,SE,9495,0.595,6122
2806305,SANTA LUZIA DO ITANHY,SE,14081,0.545,6384
2803500,LAGARTO,SE,96602,0.625,7379
2932002,UAUA,BA,24015,0.605,4488
2900355,ADUSTINA,BA,15914,0.546,6092
2909208,CORONEL JOAO SA,BA,16650,0.535,6136
2805000,PEDRA MOLE,SE,3026,0.593,6767
2801405,CARIRA,SE,20345,0.588,9824
2909901,CURACA,BA,32631,0.581,4705
2802304,FREI PAULO,SE,14162,0.589,15841
2805208,PINHAO,SE,6084,0.583,6649
2921500,MONTE SANTO,BA,52023,0.506,3583
2910701,EUCLIDES DA CUNHA,BA,56962,0.567,5866
2906808,CANSANCAO,BA,33054,0.557,3817
2907707,CHORROCHO,BA,10794,0.6,4478
2930808,SOUTO SOARES,BA,16069,0.592,3749
2923803,PARIPIRANGA,BA,27958,0.577,5980
2925907,QUIJINGUE,BA,27357,0.544,4038
2919900,MACURURE,BA,7992,0.604,3529
2807105,SIMAO DIAS,SE,38988,0.604,7169
2920601,MARAGOGIPE,BA,43114,0.621,4605
2603009,CABROBO,PE,31497,0.623,6051
2609808,OROCO,PE,13536,0.61,8918
2900207,ABARE,BA,17685,0.575,3758
2601607,BELEM DE SAO FRANCISCO,PE,20260,0.642,5170
2106409,MATA ROMA,MA,15657,0.57,4094
2112605,URBANO SANTOS,MA,25356,0.588,3599
2100808,ANAPURUS,MA,14492,0.581,5135
2109205,PRESIDENTE JUSCELINO,MA,11897,0.563,3243
2102374,CACHOEIRA GRANDE,MA,8607,0.537,3272
2101103,AXIXA,MA,11599,0.641,3011
2105104,ICATU,MA,25698,0.546,3117
2107100,MORROS,MA,18265,0.548,2938
2105005,HUMBERTO DE CAMPOS,MA,26933,0.535,3307
2101731,BELAGUA,MA,6986,0.512,4177
2109403,PRIMEIRA CRUZ,MA,14355,0.512,2845
2101707,BARREIRINHAS,MA,58083,0.57,3190
2110278,SANTO AMARO DO MARANHAO,MA,14456,0.518,2850
2102101,BREJO,MA,34242,0.562,3799
2106672,MILAGRES DO MARANHAO,MA,8195,0.527,4145
2208502,PORTO,PI,12097,0.549,3231
2206803,NOSSA SENHORA DOS REMEDIOS,PI,8356,0.533,3242
2202174,CAMPO LARGO DO PIAUI,PI,6964,0.528,3259
2206100,MATIAS OLIMPIO,PI,10586,0.562,3371
2209971,SAO JOAO DO ARRAIAL,PI,7578,0.523,3119
2203701,ESPERANTINA,PI,38322,0.605,4200
2205854,MADEIRO,PI,7974,0.563,3313
2205805,LUZILANDIA,PI,24824,0.545,3977
2110104,SANTA QUITERIA DO MARANHAO,MA,28914,0.555,3444
2110609,SAO BERNARDO,MA,27044,0.572,3545
2110237,SANTANA DO MARANHAO,MA,12203,0.51,3420
2108058,PAULINO NEVES,MA,14971,0.561,3775
2112506,TUTOIA,MA,54629,0.561,2779
2206670,MORRO DO CHAPEU DO PIAUI,PI,6574,0.55,3356
2205458,JOCA MARQUES,PI,5214,0.504,3207
2106300,MAGALHAES DE ALMEIDA,MA,18277,0.567,3725
2927101,RODELAS,BA,8045,0.632,4688
2607406,ITACURUBA,PE,4475,0.595,6321
2930766,SITIO DO QUINTO,BA,11930,0.533,4442
2927606,SANTA BRIGIDA,BA,14698,0.546,3958
2906824,CANUDOS,BA,15941,0.562,4231
2702405,DELMIRO GOUVEIA,AL,48876,0.612,6513
2924009,PAULO AFONSO,BA,110193,0.674,19476
2801207,CANINDE DE SAO FRANCISCO,SE,25733,0.567,53731
2804508,NOSSA SENHORA DA GLORIA,SE,33341,0.587,9466
2805406,POCO REDONDO,SE,31614,0.529,5138
2911402,GLORIA,BA,15114,0.593,3942
2608057,JATOBA,PE,14087,0.645,4556
2605707,FLORESTA,PE,29973,0.626,9774
2603926,CARNAUBEIRA DA PENHA,PE,11991,0.573,4093
2609303,MIRANDIBA,PE,14488,0.591,4473
2611002,PETROLANDIA,PE,33273,0.623,21715
2706422,PARICONHA,AL,10282,0.548,3371
2705804,OLHO D AGUA DO CASADO,AL,8708,0.525,3976
2700102,AGUA BRANCA,AL,19763,0.549,3530
2705002,MATA GRANDE,AL,24449,0.504,3170
2614808,TACARATU,PE,22819,0.573,3950
2703304,INHAPI,AL,17839,0.484,3272
2707107,PIRANHAS,AL,23504,0.589,3484
2701605,CANAPI,AL,17238,0.506,3451
2607000,INAJA,PE,19957,0.523,4753
2802106,ESTANCIA,SE,65226,0.647,15969
2802809,INDIAROBA,SE,16236,0.58,5720
2807600,UMBAUBA,SE,23223,0.579,6483
2920007,MAIQUINIQUE,BA,9229,0.576,6510
2904803,CAATIBA,BA,10576,0.561,3710
2902906,BARRA DO CHOCA,BA,35501,0.551,7040
2925105,POCOES,BA,45903,0.604,5196
2922706,NOVA CANAA,BA,16070,0.545,4167
2917102,ITORORO,BA,19942,0.594,4615
2913507,IGUAI,BA,26053,0.552,3871
2917201,ITUACU,BA,18302,0.57,4982
2914000,IPIRA,BA,59001,0.549,4773
2919959,MAETINGA,BA,6048,0.538,3917
2902005,ARACATU,BA,13542,0.581,3757
2901205,ANAGE,BA,19889,0.54,3457
2905156,CAETANOS,BA,14926,0.542,2851
2921450,MIRANTE,BA,9902,0.527,3324
2908804,CONTENDAS DO SINCORA,BA,4613,0.577,4793
2920403,MANOEL VITORINO,BA,13948,0.566,4131
2918605,JUSSIAPE,BA,7533,0.602,3891
2902807,BARRA DA ESTIVA,BA,20767,0.575,5942
2914307,IRAMAIA,BA,11150,0.571,3966
2921906,MUCUGE,BA,10145,0.606,21047
2912202,IBICOARA,BA,17805,0.591,12665
2923506,PALMEIRAS,BA,8545,0.643,4517
2901304,ANDARAI,BA,13942,0.555,3893
2915007,ITAETE,BA,15063,0.572,4404
2920809,MARCIONILIO SOUZA,BA,10447,0.561,4460
2204501,GUADALUPE,PI,10268,0.65,13631
2919306,LENCOIS,BA,10589,0.623,5083
2919009,LAJEDINHO,BA,3881,0.546,5578
2903805,BOA VISTA DO TUPIM,BA,17898,0.551,4473
2922854,NOVA REDENCAO,BA,8053,0.567,3983
2903706,BOA NOVA,BA,14620,0.567,4024
2918704,LAFAIETE COUTINHO,BA,3830,0.599,5330
2915106,ITAGI,BA,12805,0.543,4739
2910008,DARIO MEIRA,BA,12217,0.54,4196
2915205,ITAGIBA,BA,15088,0.589,17851
2917607,JAGUAQUARA,BA,51635,0.58,5286
2901957,APUAREMA,BA,7397,0.552,4794
2916906,ITIRUCU,BA,12589,0.6,5279
2900603,AIQUARA,BA,4536,0.583,5538
2913903,IPIAU,BA,44538,0.67,6648
2918308,JITAUNA,BA,13280,0.575,4434
2932101,UBAIRA,BA,20714,0.582,4753
2912608,IBIQUERA,BA,4874,0.511,4076
2927200,RUY BARBOSA,BA,30010,0.61,4797
2919504,LIVRAMENTO DE NOSSA SENHORA,BA,43514,0.611,6891
2914208,IRAJUBA,BA,7046,0.576,4343
2916708,ITAQUARA,BA,7751,0.553,4631
2933505,WENCESLAU GUIMARAES,BA,21910,0.544,6859
2909505,CRAVOLANDIA,BA,5048,0.599,4591
2927903,SANTA INES,BA,10312,0.574,4019
2922805,NOVA ITARANA,BA,7563,0.524,3612
2205201,JAICOS,PI,18364,0.524,3906
2202133,CAMPO GRANDE DO PIAUI,PI,5704,0.56,3913
2204204,FRANCISCO SANTOS,PI,8857,0.608,4286
2206506,MONSENHOR HIPOLITO,PI,7486,0.561,3798
2209005,RIO GRANDE DO PIAUI,PI,6282,0.572,3884
2211605,VILA NOVA DO PIAUI,PI,2990,0.565,4711
2200251,ALAGOINHA DO PIAUI,PI,7413,0.531,3603
2210300,SAO JULIAO,PI,5719,0.594,4119
2209401,SANTO ANTONIO DE LISBOA,PI,6136,0.584,5253
2208106,PIMENTEIRAS,PI,11798,0.566,3862
2208205,PIO IX,PI,17848,0.564,4261
2205599,LAGOA DO SITIO,PI,4958,0.541,4037
2209856,SAO JOAO DA CANABRAVA,PI,4476,0.559,3732
2210375,SAO LUIS DO PIAUI,PI,2573,0.554,3692
2210409,SAO MIGUEL DO TAPUIO,PI,18033,0.556,3493
2201051,ASSUNCAO DO PIAUI,PI,7590,0.499,3198
2311264,QUITERIANOPOLIS,CE,20158,0.594,3593
2201739,BETANIA DO PIAUI,PI,6042,0.489,3657
2615904,TUPARETAMA,PE,7950,0.634,5e3
2205151,JACOBINA DO PIAUI,PI,5670,0.535,4300
2612554,SANTA FILOMENA,PE,13561,0.533,3995
2200053,ACAUA,PI,6840,0.528,3624
2203271,CURRAL NOVO DO PIAUI,PI,4990,0.527,3115
2202505,CARACOL,PI,10448,0.552,3348
2210706,SIMOES,PI,14267,0.575,3897
2609907,OURICURI,PE,65510,0.572,4802
2612455,SANTA CRUZ,PE,13946,0.549,4289
2206050,MASSAPE DO PIAUI,PI,6260,0.525,3187
2201572,BELEM DO PIAUI,PI,3388,0.551,3390
2601102,ARARIPINA,PE,78270,0.602,5347
2202091,CALDEIRAO GRANDE DO PIAUI,PI,5700,0.588,5125
2205953,MARCOLANDIA,PI,8059,0.562,3848
2311959,SALITRE,CE,15684,0.54,4140
2610400,PARNAMIRIM,PE,20425,0.599,5117
2612604,SANTA MARIA DA BOA VISTA,PE,39816,0.59,6956
2607307,IPUBI,PE,28887,0.55,4950
2602001,BODOCO,PE,35676,0.565,4763
2615607,TRINDADE,PE,26749,0.595,5401
2301307,ARARIPE,CE,20848,0.564,4313
2605301,EXU,PE,31518,0.576,4904
2204154,FRANCISCO MACEDO,PI,2961,0.553,3753
2200277,ALEGRETE DO PIAUI,PI,5173,0.585,3910
2204303,FRONTEIRAS,PI,11284,0.619,17421
2302701,CAMPOS SALES,CE,26648,0.63,4368
2310308,PARAMBU,CE,31160,0.57,3884
2300408,AIUABA,CE,16468,0.569,3348
2313302,TAUA,CE,56307,0.633,4964
2301505,ARNEIROZ,CE,7667,0.618,4436
2300804,ANTONINA DO NORTE,CE,7056,0.599,4058
2311207,POTENGI,CE,10448,0.562,3923
2312106,SANTANA DO CARIRI,CE,17219,0.612,4282
2301604,ASSARE,CE,22633,0.6,3883
2313252,TARRAFAS,CE,8865,0.576,3408
2311900,SABOEIRO,CE,15681,0.575,3555
2300200,ACARAU,CE,58848,0.601,5379
2300754,AMONTADA,CE,40274,0.606,4669
2306553,ITAREMA,CE,38547,0.606,5515
2306405,ITAPIPOCA,CE,119320,0.64,5398
2306306,ITAPAGE,CE,49130,0.623,8737
2313807,URUBURETAMA,CE,20289,0.639,7107
2313559,TURURU,CE,14848,0.606,3634
2313500,TRAIRI,CE,52464,0.606,4631
2313351,TEJUCUOCA,CE,17643,0.584,3212
2300903,APUIARES,CE,14135,0.618,3756
2310704,PENTECOSTE,CE,35823,0.629,5168
2302800,CANINDE,CE,75209,0.612,4861
2303006,CARIDADE,CE,20687,0.592,3691
2310407,PARAMOTI,CE,11360,0.583,4393
2307700,MARANGUAPE,CE,117306,0.659,6671
2313757,UMIRIM,CE,19023,0.587,3797
2312601,SAO LUIS DO CURU,CE,12459,0.62,4698
2312403,SAO GONCALO DO AMARANTE,CE,45141,0.665,25431
2303709,CAUCAIA,CE,336091,0.682,7999
2310100,PALMACIA,CE,12330,0.622,3633
2310258,PARAIPABA,CE,30733,0.634,5824
2310209,PARACURU,CE,32255,0.637,6211
2304954,GUAIUBA,CE,24727,0.617,4178
2309706,PACATUBA,CE,75411,0.675,7680
2306256,ITAITINGA,CE,36814,0.626,5107
2305233,HORIZONTE,CE,58418,0.658,18053
2309607,PACAJUS,CE,64521,0.659,8319
2301000,AQUIRAZ,CE,74465,0.641,9395
2304400,FORTALEZA,CE,2500194,0.754,15161
2307650,MARACANAU,CE,213404,0.686,19549
2310852,PINDORETAMA,CE,19247,0.636,4828
2304285,EUSEBIO,CE,47993,0.701,27616
2606606,IBIMIRIM,PE,27349,0.552,5142
2605103,CUSTODIA,PE,34442,0.594,6052
2614105,SERTANIA,PE,34109,0.613,5883
2509701,MONTEIRO,PB,31330,0.628,6150
2515203,SAO SEBASTIAO DO UMBUZEIRO,PB,3287,0.581,4872
2601201,ARCOVERDE,PE,69880,0.667,6013
2602803,BUIQUE,PE,53304,0.527,5244
2606903,IGUARACI,PE,11824,0.598,4129
2603900,CARNAIBA,PE,18707,0.583,3952
2600104,AFOGADOS DA INGAZEIRA,PE,35416,0.657,5634
2614600,TABIRA,PE,26784,0.605,4282
2508000,JURU,PB,9793,0.57,3981
2614402,SOLIDAO,PE,5777,0.585,4391
2500106,AGUA BRANCA,PB,9611,0.572,4052
2510402,OLHO D AGUA,PB,6796,0.572,4310
2506707,IMACULADA,PB,11423,0.557,3799
2405702,JARDIM DO SERIDO,RN,12124,0.663,5844
2412401,SAO JOSE DO SERIDO,RN,4300,0.694,7594
2402006,CAICO,RN,63571,0.71,8739
2403004,CRUZETA,RN,7942,0.654,6786
2403806,FLORANIA,RN,8957,0.642,5060
2601706,BELO JARDIM,PE,72996,0.629,10836
2612406,SANHARO,PE,22896,0.603,4762
2613008,SAO BENTO DO UNA,PE,54433,0.593,5359
2612505,SANTA CRUZ DO CAPIBARIBE,PE,91891,0.648,6618
2608008,JATAUBA,PE,16219,0.53,4581
2602605,BREJO DA MADRE DE DEUS,PE,46248,0.562,4281
2614709,TACAIMBO,PE,12695,0.554,4391
2613107,SAO CAITANO,PE,35554,0.591,4485
2603108,CACHOEIRINHA,PE,19088,0.579,5491
2501708,BARRA DE SAO MIGUEL,PB,5679,0.572,4763
2615003,TAQUARITINGA DO NORTE,PE,25681,0.641,4673
2604106,CARUARU,PE,324095,0.677,9537
2515500,SERRA BRANCA,PB,13101,0.628,5169
2504702,CONGO,PB,4692,0.581,6190
2504850,COXIXOLA,PB,1802,0.641,5864
2504074,CARAUBAS,PB,3951,0.585,5155
2514008,SAO JOAO DO CARIRI,PB,4309,0.622,5256
2506509,GURJAO,PB,3215,0.625,5401
2503100,CABACEIRAS,PB,5148,0.611,4986
2502508,BOQUEIRAO,PB,17043,0.607,6220
2513943,SAO DOMINGOS DO CARIRI,PB,2455,0.589,5087
2502151,BOA VISTA,PB,6415,0.649,14442
2605806,FREI MIGUELINHO,PE,14492,0.576,4230
2611705,RIACHO DAS ALMAS,PE,19387,0.57,5276
2601904,BEZERROS,PE,58864,0.606,5746
2513158,SANTA CECILIA,PB,6533,0.525,4468
2616209,VERTENTES,PE,18716,0.582,5198
2708956,SENADOR RUI PALMEIRA,AL,13209,0.518,3063
2612703,SANTA MARIA DO CAMBUCA,PE,13215,0.548,5582
2604908,CUMARU,PE,17470,0.572,5488
2610509,PASSIRA,PE,28552,0.592,4473
2606408,GRAVATA,PE,77845,0.634,6171
2603504,CAMOCIM DE SAO FELIX,PE,17405,0.588,5368
2612000,SAIRE,PE,10877,0.585,7584
2602308,BONITO,PE,37539,0.561,5412
2601300,BARRA DE GUABIRABA,PE,13054,0.577,4031
2614501,SURUBIM,PE,59751,0.635,6117
2602209,BOM JARDIM,PE,37949,0.602,4953
2608107,JOAO ALFREDO,PE,31305,0.576,4514
2612109,SALGADINHO,PE,9641,0.534,5796
2512788,RIACHO DE SANTO ANTONIO,PB,1781,0.594,6274
2500536,ALCANTIL,PB,5282,0.578,4804
2501575,BARRA DE SANTANA,PB,8191,0.567,4347
2506251,GADO BRAVO,PB,8355,0.513,4276
2517001,UMBUZEIRO,PB,9698,0.584,4562
2616183,VERTENTE DO LERIO,PE,7773,0.563,8029
2504355,CATURITE,PB,4598,0.623,7900
2504009,CAMPINA GRANDE,PB,389995,0.72,11256
2929503,SAO SEBASTIAO DO PASSE,BA,42485,0.657,9549
2910057,DIAS D AVILA,BA,69628,0.676,32733
2921005,MATA DE SAO JOAO,BA,41527,0.668,8753
2905701,CAMACARI,BA,255238,0.694,55064
2906501,CANDEIAS,BA,84121,0.691,50613
2914406,IRAQUARA,BA,23246,0.599,4457
2922052,MULUNGU DO MORRO,BA,11743,0.566,3677
2906204,CANARANA,BA,24430,0.587,4355
2913101,IBITITA,BA,17763,0.602,4748
2919157,LAPAO,BA,25785,0.596,4674
2901155,AMERICA DOURADA,BA,15962,0.561,4320
2905305,CAFARNAUM,BA,17398,0.584,3943
2904050,BONITO,BA,15126,0.561,8340
2918357,JOAO DOURADO,BA,23066,0.593,5337
2933406,WAGNER,BA,8985,0.587,5023
2932804,UTINGA,BA,18367,0.59,4641
2922102,MUNDO NOVO,BA,24867,0.59,4599
2921203,MIGUEL CALMON,BA,26188,0.586,4499
2202554,CARIDADE DO PIAUI,PI,4915,0.541,3457
2933109,VARZEA DO POCO,BA,8759,0.575,4596
2924801,PIRITIBA,BA,22907,0.578,4135
2931301,TAPIRAMUTA,BA,16434,0.594,4893
2933158,VARZEA NOVA,BA,12910,0.555,4775
2923357,OUROLANDIA,BA,16578,0.56,5108
2917508,JACOBINA,BA,79580,0.649,7737
2921401,MIRANGABA,BA,16606,0.542,4203
2932457,UMBURANAS,BA,17432,0.515,3350
2919603,MACAJUBA,BA,11201,0.524,3895
2930402,SERRA PRETA,BA,14993,0.566,3829
2933000,VALENTE,BA,25342,0.637,5051
2902609,BAIXA GRANDE,BA,20031,0.585,3806
2924652,PINTADAS,BA,10250,0.612,4052
2930600,SERROLANDIA,BA,12464,0.59,4284
2920106,MAIRI,BA,19163,0.572,3863
2933059,VARZEA DA ROCA,BA,13834,0.539,3497
2906857,CAPELA DO ALTO ALEGRE,BA,11485,0.599,4077
2910800,FEIRA DE SANTANA,BA,568099,0.712,13351
2929370,SAO JOSE DO JACUIPE,BA,10293,0.552,4091
2905107,CAEM,BA,10013,0.546,3886
2906873,CAPIM GROSSO,BA,27067,0.621,5268
2901809,ANTONIO GONCALVES,BA,11229,0.598,3597
2924603,PINDOBACU,BA,20009,0.577,3702
2929800,SAUDE,BA,11921,0.549,4156
2925253,PONTO NOVO,BA,15524,0.58,4352
2905503,CALDEIRAO GRANDE,BA,12658,0.573,3972
2930105,SENHOR DO BONFIM,BA,75437,0.666,6682
2910859,FILADELFIA,BA,16672,0.565,3884
2925931,QUIXABEIRA,BA,9514,0.578,3641
2925808,QUEIMADAS,BA,24602,0.592,4252
2928000,SANTALUZ,BA,34274,0.598,4353
2911253,GAVIAO,BA,4510,0.599,4206
2917003,ITIUBA,BA,36200,0.544,3633
2205565,LAGOA DO BARRO DO PIAUI,PI,4535,0.502,3907
2208650,QUEIMADA NOVA,PI,8679,0.515,3617
2930774,SOBRADINHO,BA,22109,0.631,20928
2600203,AFRANIO,PE,17975,0.588,4579
2611101,PETROLINA,PE,305352,0.697,10708
2906006,CAMPO FORMOSO,BA,67305,0.586,6157
2918407,JUAZEIRO,BA,201499,0.677,9734
2917706,JAGUARARI,BA,30769,0.659,12800
2901353,ANDORINHA,BA,14209,0.588,8087
2608750,LAGOA GRANDE,PE,23308,0.597,11080
2605152,DORMENTES,PE,17296,0.589,5628
2930204,SENTO SE,BA,38174,0.585,4385
2913804,IPECAETA,BA,15025,0.55,3593
2923308,OURICANGAS,BA,8316,0.607,3848
2902203,ARAMARI,BA,10483,0.588,5246
2922730,NOVA FATIMA,BA,7630,0.597,4249
2928950,SAO DOMINGOS,BA,9266,0.64,5009
2906402,CANDEAL,BA,8720,0.587,3426
2928802,SANTO ESTEVAO,BA,48897,0.626,6405
2901700,ANTONIO CARDOSO,BA,11545,0.561,4986
2904852,CABACEIRAS DO PARAGUACU,BA,17582,0.581,3594
2908200,CONCEICAO DA FEIRA,BA,20826,0.634,5114
2911600,GOVERNADOR MANGABEIRA,BA,19926,0.643,5065
2904902,CACHOEIRA,BA,32270,0.647,6841
2929305,SAO GONCALO DOS CAMPOS,BA,34232,0.627,7830
2901502,ANGUERA,BA,10427,0.589,2917
2928604,SANTO AMARO,BA,57978,0.646,6598
2908507,CONCEICAO DO JACUIPE,BA,30717,0.663,17695
2931103,TANQUINHO,BA,8035,0.597,3903
2927507,SANTA BARBARA,BA,19292,0.583,4567
2930501,SERRINHA,BA,77211,0.634,6186
2913309,ICHU,BA,5908,0.631,4320
2928307,SANTANOPOLIS,BA,8835,0.592,3779
2929255,SAO GABRIEL,BA,18430,0.592,4070
2900405,AGUA FRIA,BA,15884,0.55,4830
2908903,CORACAO DE MARIA,BA,22149,0.592,5130
2922656,NORDESTINA,BA,12458,0.56,3491
2926301,RIACHAO DO JACUIPE,BA,33271,0.628,4423
2900306,ACAJUTIBA,BA,14730,0.582,4863
2908408,CONCEICAO DO COITE,BA,63033,0.611,5165
2410256,PORTO DO MANGUE,RN,5392,0.59,27166
2407203,MACAU,RN,29446,0.665,15678
2404507,GUAMARE,RN,13047,0.626,96359
2404101,GALINHOS,RN,2284,0.564,21890
2401859,CAICARA DO NORTE,RN,6043,0.574,6014
2411601,SAO BENTO DO NORTE,RN,2915,0.555,7772
2408607,PARANA,RN,4001,0.589,4772
2611309,POMBOS,PE,26086,0.598,5963
2600906,AMARAJI,PE,22035,0.58,5153
2604809,CORTES,PE,12418,0.568,8889
2611408,PRIMAVERA,PE,13705,0.58,5190
2611804,RIBEIRAO,PE,44950,0.602,5758
2616407,VITORIA DE SANTO ANTAO,PE,129907,0.64,9595
2605202,ESCADA,PE,64422,0.632,7453
2604502,CHA GRANDE,PE,20399,0.599,5468
2606101,GLORIA DO GOITA,PE,29241,0.604,4011
2608909,LIMOEIRO,PE,55343,0.663,5842
2605400,FEIRA NOVA,PE,20830,0.6,4190
2602902,CABO DE SANTO AGOSTINHO,PE,189222,0.686,24180
2607208,IPOJUCA,PE,83862,0.619,112924
2614204,SIRINHAEM,PE,41391,0.597,7915
2613701,SAO LOURENCO DA MATA,PE,104782,0.653,5071
2609402,MORENO,PE,57828,0.652,5351
2607901,JABOATAO DOS GUARARAPES,PE,654786,0.717,12967
2608503,LAGOA DE ITAENGA,PE,20733,0.602,10781
2610608,PAUDALHO,PE,52297,0.639,5152
2604007,CARPINA,PE,76527,0.68,7726
2604403,CHA DE ALEGRIA,PE,12601,0.604,4612
2615508,TRACUNHAEM,PE,13155,0.605,5482
2600054,ABREU E LIMA,PE,95243,0.679,8978
2610707,PAULISTA,PE,306239,0.732,7084
2609105,MACHADOS,PE,14109,0.578,4978
2616308,VICENCIA,PE,31021,0.605,5984
2609709,OROBO,PE,22996,0.61,4472
2509909,NATUBA,PB,10278,0.541,4530
2613800,SAO VICENTE FERRER,PE,17151,0.549,5580
2602704,BUENOS AIRES,PE,12618,0.593,4801
2610806,PEDRA,PE,21050,0.567,6505
2507200,ITATUBA,PB,10326,0.562,5727
2509404,MOGEIRO,PB,13178,0.574,4985
2506806,INGA,PB,17555,0.592,4728
2707206,POCO DAS TRINCHEIRAS,AL,13845,0.526,3127
4209409,LAGUNA,SC,42750,0.752,10168
2506905,ITABAIANA,PB,24372,0.613,5416
2305803,IPU,CE,40579,0.618,4631
2305902,IPUEIRAS,CE,37758,0.573,4096
2305209,HIDROLANDIA,CE,19548,0.597,4648
2311702,RERIUTABA,CE,19179,0.601,4404
2310951,PIRES FERREIRA,CE,10365,0.591,3748
2309300,NOVA RUSSAS,CE,31210,0.614,4743
2313955,VARJOTA,CE,17745,0.611,5577
2312205,SANTA QUITERIA,CE,42822,0.616,5197
2313203,TAMBORIL,CE,25397,0.58,4054
2303659,CATUNDA,CE,10053,0.609,4468
2308609,MONSENHOR TABOSA,CE,16760,0.61,3882
2302404,BOA VIAGEM,CE,52829,0.598,4392
2312908,SOBRAL,CE,193134,0.714,12472
2306108,IRAUCUBA,CE,22742,0.605,3959
2606309,GRANITO,PE,6968,0.595,5794
2614303,MOREILANDIA,PE,11020,0.6,4551
2615201,TERRA NOVA,PE,9534,0.599,4792
2612208,SALGUEIRO,PE,57343,0.669,7865
2210953,TAMBORIL DO PIAUI,PI,2805,0.501,3916
2304202,CRATO,CE,123963,0.713,6969
2614006,SERRITA,PE,18519,0.595,4269
2301901,BARBALHA,CE,56576,0.683,8206
2307304,JUAZEIRO DO NORTE,CE,255648,0.694,7842
2308401,MISSAO VELHA,CE,34529,0.622,4428
2613503,SAO JOSE DO BELMONTE,PE,32763,0.61,4349
2616100,VERDEJANTE,PE,9187,0.605,4470
2310605,PENAFORTE,CE,8483,0.646,5349
